metric,exp_id,reading,arm,value
revenue_per_user,0,long,treatment,6.6592746
revenue_per_user,0,long,treatment,5.0363708
revenue_per_user,0,long,treatment,39.655445
revenue_per_user,0,long,treatment,8.458012
revenue_per_user,0,long,treatment,8.224773
revenue_per_user,0,long,treatment,4.1360464
revenue_per_user,0,long,treatment,7.357222
revenue_per_user,0,long,treatment,54.677845
revenue_per_user,0,long,treatment,6.125388
revenue_per_user,0,long,treatment,4.250704
revenue_per_user,0,long,treatment,3.867761
revenue_per_user,0,long,treatment,3.61744
revenue_per_user,0,long,treatment,3.6830456
revenue_per_user,0,long,treatment,42.45123
revenue_per_user,0,long,treatment,7.324949
revenue_per_user,0,long,treatment,6.8146267
revenue_per_user,0,long,treatment,7.9179826
revenue_per_user,0,long,treatment,5.218616
revenue_per_user,0,long,treatment,6.0962453
revenue_per_user,0,long,treatment,6.5175714
revenue_per_user,0,long,treatment,3.5538611
revenue_per_user,0,long,treatment,3.013256
revenue_per_user,0,long,treatment,10.200978
revenue_per_user,0,long,treatment,6.1641493
revenue_per_user,0,long,treatment,10.460761
revenue_per_user,0,long,treatment,5.616603
revenue_per_user,0,long,treatment,7.160381
revenue_per_user,0,long,treatment,7.4833736
revenue_per_user,0,long,treatment,3.0598626
revenue_per_user,0,long,treatment,4.3197393
revenue_per_user,0,long,treatment,2.5234888
revenue_per_user,0,long,treatment,5.2301016
revenue_per_user,0,long,treatment,6.4782014
revenue_per_user,0,long,treatment,4.439912
revenue_per_user,0,long,treatment,10.0972185
revenue_per_user,0,long,treatment,73.740456
revenue_per_user,0,long,treatment,3.951547
revenue_per_user,0,long,treatment,38.807064
revenue_per_user,0,long,treatment,3.6486716
revenue_per_user,0,long,treatment,8.596096
revenue_per_user,0,long,treatment,2.9275436
revenue_per_user,0,long,treatment,2.8065753
revenue_per_user,0,long,treatment,4.2058754
revenue_per_user,0,long,treatment,6.6153483
revenue_per_user,0,long,treatment,6.537966
revenue_per_user,0,long,treatment,6.4491963
revenue_per_user,0,long,treatment,4.0361834
revenue_per_user,0,long,treatment,6.512877
revenue_per_user,0,long,treatment,6.9390254
revenue_per_user,0,long,treatment,6.6446915
revenue_per_user,0,long,treatment,3.7236085
revenue_per_user,0,long,treatment,6.906393
revenue_per_user,0,long,treatment,27.852812
revenue_per_user,0,long,treatment,22.06924
revenue_per_user,0,long,treatment,5.9915085
revenue_per_user,0,long,treatment,1.747554
revenue_per_user,0,long,treatment,7.216731
revenue_per_user,0,long,treatment,2.2810736
revenue_per_user,0,long,treatment,4.8962235
revenue_per_user,0,long,treatment,2.1560156
revenue_per_user,0,long,treatment,5.680414
revenue_per_user,0,long,treatment,15.029775
revenue_per_user,0,long,treatment,5.9169326
revenue_per_user,0,long,treatment,6.9632754
revenue_per_user,0,long,treatment,3.9748464
revenue_per_user,0,long,treatment,6.550182
revenue_per_user,0,long,treatment,2.773227
revenue_per_user,0,long,treatment,3.7225587
revenue_per_user,0,long,treatment,5.187654
revenue_per_user,0,long,treatment,1.8448483
revenue_per_user,0,long,treatment,5.3452663
revenue_per_user,0,long,treatment,6.843668
revenue_per_user,0,long,treatment,1.8187706
revenue_per_user,0,long,treatment,2.873271
revenue_per_user,0,long,treatment,5.099485
revenue_per_user,0,long,treatment,3.535142
revenue_per_user,0,long,treatment,10.400557
revenue_per_user,0,long,treatment,76.28852
revenue_per_user,0,long,treatment,3.3185067
revenue_per_user,0,long,treatment,7.46844
revenue_per_user,0,long,treatment,1.8647056
revenue_per_user,0,long,treatment,6.74759
revenue_per_user,0,long,treatment,5.1030946
revenue_per_user,0,long,treatment,5.0194974
revenue_per_user,0,long,treatment,5.0692244
revenue_per_user,0,long,treatment,4.391822
revenue_per_user,0,long,treatment,7.8840275
revenue_per_user,0,long,treatment,3.5154479
revenue_per_user,0,long,treatment,3.8705766
revenue_per_user,0,long,treatment,2.5842412
revenue_per_user,0,long,treatment,1.7360959
revenue_per_user,0,long,treatment,24.697899
revenue_per_user,0,long,treatment,4.501006
revenue_per_user,0,long,treatment,2.4114404
revenue_per_user,0,long,treatment,7.118391
revenue_per_user,0,long,treatment,3.0208907
revenue_per_user,0,long,treatment,3.4837134
revenue_per_user,0,long,treatment,2.5867229
revenue_per_user,0,long,treatment,4.4068885
revenue_per_user,0,long,treatment,16.149784
revenue_per_user,0,long,treatment,4.693699
revenue_per_user,0,long,treatment,8.980726
revenue_per_user,0,long,treatment,7.2846956
revenue_per_user,0,long,treatment,2.7144756
revenue_per_user,0,long,treatment,2.7904284
revenue_per_user,0,long,treatment,3.612265
revenue_per_user,0,long,treatment,5.2256737
revenue_per_user,0,long,treatment,5.324406
revenue_per_user,0,long,treatment,15.302051
revenue_per_user,0,long,treatment,5.978766
revenue_per_user,0,long,treatment,11660.912
revenue_per_user,0,long,treatment,3.9075198
revenue_per_user,0,long,treatment,2.8496351
revenue_per_user,0,long,treatment,4.5423098
revenue_per_user,0,long,treatment,5.625326
revenue_per_user,0,long,treatment,3.4131732
revenue_per_user,0,long,treatment,5.0539937
revenue_per_user,0,long,treatment,2.2034616
revenue_per_user,0,long,treatment,9.586691
revenue_per_user,0,long,treatment,4.1666837
revenue_per_user,0,long,treatment,24.661198
revenue_per_user,0,long,treatment,5.704121
revenue_per_user,0,long,treatment,3.8555787
revenue_per_user,0,long,treatment,5.052271
revenue_per_user,0,long,treatment,23.261263
revenue_per_user,0,long,treatment,8.901758
revenue_per_user,0,long,treatment,3.5121636
revenue_per_user,0,long,treatment,5.044333
revenue_per_user,0,long,treatment,3.7907948
revenue_per_user,0,long,treatment,5.617601
revenue_per_user,0,long,treatment,8.670025
revenue_per_user,0,long,treatment,32.112633
revenue_per_user,0,long,treatment,4.582113
revenue_per_user,0,long,treatment,9.262691
revenue_per_user,0,long,treatment,6.2141714
revenue_per_user,0,long,treatment,3.8824334
revenue_per_user,0,long,treatment,18552.719
revenue_per_user,0,long,treatment,3.8444564
revenue_per_user,0,long,treatment,5.0590734
revenue_per_user,0,long,treatment,5.3824267
revenue_per_user,0,long,treatment,4.954462
revenue_per_user,0,long,treatment,4.8237624
revenue_per_user,0,long,treatment,4.6976547
revenue_per_user,0,long,treatment,47.164536
revenue_per_user,0,long,treatment,4.214737
revenue_per_user,0,long,treatment,68.777405
revenue_per_user,0,long,treatment,5.0325565
revenue_per_user,0,long,treatment,3.91966
revenue_per_user,0,long,treatment,28.47525
revenue_per_user,0,long,treatment,5.398542
revenue_per_user,0,long,treatment,4.6472216
revenue_per_user,0,long,treatment,3.5687284
revenue_per_user,0,long,treatment,11.455252
revenue_per_user,0,long,treatment,8.746365
revenue_per_user,0,long,treatment,6.5416174
revenue_per_user,0,long,treatment,7.5086102
revenue_per_user,0,long,treatment,7.274641
revenue_per_user,0,long,treatment,6.434579
revenue_per_user,0,long,treatment,6.693096
revenue_per_user,0,long,treatment,7.378305
revenue_per_user,0,long,treatment,1.8288361
revenue_per_user,0,long,treatment,7.320044
revenue_per_user,0,long,treatment,10.350767
revenue_per_user,0,long,treatment,8.155816
revenue_per_user,0,long,treatment,7.701708
revenue_per_user,0,long,treatment,2.8221586
revenue_per_user,0,long,treatment,4.6984262
revenue_per_user,0,long,treatment,9.200851
revenue_per_user,0,long,treatment,2.8218555
revenue_per_user,0,long,treatment,8.457586
revenue_per_user,0,long,treatment,3.6826382
revenue_per_user,0,long,treatment,4.7153964
revenue_per_user,0,long,treatment,34.111835
revenue_per_user,0,long,treatment,20.999258
revenue_per_user,0,long,treatment,1.2166635
revenue_per_user,0,long,treatment,6.2955613
revenue_per_user,0,long,treatment,4.7609153
revenue_per_user,0,long,treatment,4.841141
revenue_per_user,0,long,treatment,7.270331
revenue_per_user,0,long,treatment,6.5669026
revenue_per_user,0,long,treatment,4.672821
revenue_per_user,0,long,treatment,5.608375
revenue_per_user,0,long,treatment,15.3789015
revenue_per_user,0,long,treatment,3.3874652
revenue_per_user,0,long,treatment,7.6633344
revenue_per_user,0,long,treatment,3.2392297
revenue_per_user,0,long,treatment,2.699307
revenue_per_user,0,long,treatment,4.8780212
revenue_per_user,0,long,treatment,54.19907
revenue_per_user,0,long,treatment,5.1937737
revenue_per_user,0,long,treatment,21.096344
revenue_per_user,0,long,treatment,83.38848
revenue_per_user,0,long,treatment,40.984264
revenue_per_user,0,long,treatment,1.5324838
revenue_per_user,0,long,treatment,4.049316
revenue_per_user,0,long,treatment,5.7966766
revenue_per_user,0,long,treatment,4.357697
revenue_per_user,0,long,treatment,5.449779
revenue_per_user,0,long,treatment,2.2383149
revenue_per_user,0,long,treatment,3.199848
revenue_per_user,0,long,treatment,3.367163
revenue_per_user,0,long,treatment,21.019457
revenue_per_user,0,long,treatment,2.8388398
revenue_per_user,0,long,treatment,4.2684774
revenue_per_user,0,long,treatment,3.8224695
revenue_per_user,0,long,treatment,2.1587842
revenue_per_user,0,long,treatment,3.8135972
revenue_per_user,0,long,treatment,11.5198345
revenue_per_user,0,long,treatment,3.944371
revenue_per_user,0,long,treatment,43.673386
revenue_per_user,0,long,treatment,1.6887007
revenue_per_user,0,long,treatment,5.0896826
revenue_per_user,0,long,treatment,3.1010468
revenue_per_user,0,long,treatment,5.55098
revenue_per_user,0,long,treatment,6.00777
revenue_per_user,0,long,treatment,4.1743193
revenue_per_user,0,long,treatment,2.713567
revenue_per_user,0,long,treatment,5.2632203
revenue_per_user,0,long,treatment,3.5709126
revenue_per_user,0,long,treatment,6.9633093
revenue_per_user,0,long,treatment,3.3320727
revenue_per_user,0,long,treatment,5.024048
revenue_per_user,0,long,treatment,3.0873332
revenue_per_user,0,long,treatment,2.5649848
revenue_per_user,0,long,treatment,4.9934173
revenue_per_user,0,long,treatment,4.5388436
revenue_per_user,0,long,treatment,3.6341097
revenue_per_user,0,long,treatment,4.286714
revenue_per_user,0,long,treatment,5.099928
revenue_per_user,0,long,treatment,1.5965803
revenue_per_user,0,long,treatment,3.863037
revenue_per_user,0,long,treatment,3.4432976
revenue_per_user,0,long,treatment,75.07191
revenue_per_user,0,long,treatment,5.9758673
revenue_per_user,0,long,treatment,4.967129
revenue_per_user,0,long,treatment,6.203542
revenue_per_user,0,long,treatment,4.4388723
revenue_per_user,0,long,treatment,6.8382034
revenue_per_user,0,long,treatment,4.128644
revenue_per_user,0,long,treatment,13.998055
revenue_per_user,0,long,treatment,2.9015675
revenue_per_user,0,long,treatment,7.2715364
revenue_per_user,0,long,treatment,6.1154222
revenue_per_user,0,long,treatment,4.213957
revenue_per_user,0,long,treatment,7.0262384
revenue_per_user,0,long,treatment,1.9913024
revenue_per_user,0,long,treatment,3.0076766
revenue_per_user,0,long,treatment,3.1129558
revenue_per_user,0,long,treatment,2.6421483
revenue_per_user,0,long,treatment,4.0392365
revenue_per_user,0,long,treatment,5.2317457
revenue_per_user,0,long,treatment,2.3524199
revenue_per_user,0,long,treatment,5.2016234
revenue_per_user,0,long,treatment,2.3986607
revenue_per_user,0,long,treatment,5.637777
revenue_per_user,0,long,treatment,47.64382
revenue_per_user,0,long,treatment,5.735716
revenue_per_user,0,long,treatment,4.7111545
revenue_per_user,0,long,treatment,5.615319
revenue_per_user,0,long,treatment,6.552496
revenue_per_user,0,long,treatment,34.525406
revenue_per_user,0,long,treatment,4.3280478
revenue_per_user,0,long,treatment,36.77309
revenue_per_user,0,long,treatment,13.493077
revenue_per_user,0,long,treatment,2.647713
revenue_per_user,0,long,treatment,2.7842734
revenue_per_user,0,long,treatment,5.6082864
revenue_per_user,0,long,treatment,11.617338
revenue_per_user,0,long,treatment,10.802458
revenue_per_user,0,long,treatment,5.8455787
revenue_per_user,0,long,treatment,8.448237
revenue_per_user,0,long,treatment,4.3556304
revenue_per_user,0,long,treatment,2.8999572
revenue_per_user,0,long,treatment,6.609339
revenue_per_user,0,long,treatment,2.76467
revenue_per_user,0,long,treatment,2.3653262
revenue_per_user,0,long,treatment,3.7218933
revenue_per_user,0,long,treatment,2.413181
revenue_per_user,0,long,treatment,7.443821
revenue_per_user,0,long,treatment,3.0005102
revenue_per_user,0,long,treatment,7.2496424
revenue_per_user,0,long,treatment,6.9341373
revenue_per_user,0,long,treatment,5.2615304
revenue_per_user,0,long,treatment,12.884458
revenue_per_user,0,long,treatment,3.2342083
revenue_per_user,0,long,treatment,19.122084
revenue_per_user,0,long,treatment,2.2543638
revenue_per_user,0,long,treatment,1.5720204
revenue_per_user,0,long,treatment,2.83904
revenue_per_user,0,long,treatment,5.0775256
revenue_per_user,0,long,treatment,7.2485194
revenue_per_user,0,long,treatment,2.3016157
revenue_per_user,0,long,treatment,1.4815034
revenue_per_user,0,long,treatment,6.47248
revenue_per_user,0,long,treatment,2.893887
revenue_per_user,0,long,treatment,3.6042163
revenue_per_user,0,long,treatment,4.556601
revenue_per_user,0,long,treatment,2.8626742
revenue_per_user,0,long,treatment,5.321466
revenue_per_user,0,long,treatment,49.938797
revenue_per_user,0,long,treatment,8.439778
revenue_per_user,0,long,treatment,12.937228
revenue_per_user,0,long,treatment,10.475578
revenue_per_user,0,long,treatment,3.726232
revenue_per_user,0,long,treatment,3.5181909
revenue_per_user,0,long,treatment,6.8903766
revenue_per_user,0,long,treatment,9.429303
revenue_per_user,0,long,treatment,20.41285
revenue_per_user,0,long,treatment,3.3966603
revenue_per_user,0,long,treatment,4.9382567
revenue_per_user,0,long,treatment,6.1439223
revenue_per_user,0,long,treatment,5.709498
revenue_per_user,0,long,treatment,3.1503596
revenue_per_user,0,long,treatment,56.923553
revenue_per_user,0,long,treatment,2.949624
revenue_per_user,0,long,treatment,1.7205364
revenue_per_user,0,long,treatment,16.255367
revenue_per_user,0,long,treatment,7.5607357
revenue_per_user,0,long,treatment,8.433391
revenue_per_user,0,long,treatment,6.748323
revenue_per_user,0,long,treatment,7.3073254
revenue_per_user,0,long,treatment,2.7091022
revenue_per_user,0,long,treatment,11.002894
revenue_per_user,0,long,treatment,3.7235303
revenue_per_user,0,long,treatment,2.914781
revenue_per_user,0,long,treatment,3.085473
revenue_per_user,0,long,treatment,8.168521
revenue_per_user,0,long,treatment,7.9138694
revenue_per_user,0,long,treatment,3.912915
revenue_per_user,0,long,treatment,6.320197
revenue_per_user,0,long,treatment,4.7867565
revenue_per_user,0,long,treatment,9.5446205
revenue_per_user,0,long,treatment,7.611721
revenue_per_user,0,long,treatment,7.371972
revenue_per_user,0,long,treatment,5.979152
revenue_per_user,0,long,treatment,4.964539
revenue_per_user,0,long,treatment,32.59603
revenue_per_user,0,long,treatment,3.8717341
revenue_per_user,0,long,treatment,5.9973264
revenue_per_user,0,long,treatment,3.4097598
revenue_per_user,0,long,treatment,12.189401
revenue_per_user,0,long,treatment,6.4188313
revenue_per_user,0,long,treatment,35.11523
revenue_per_user,0,long,treatment,4.921628
revenue_per_user,0,long,treatment,4.8229904
revenue_per_user,0,long,treatment,56.93233
revenue_per_user,0,long,treatment,6.470006
revenue_per_user,0,long,treatment,6.5681367
revenue_per_user,0,long,treatment,1.2774831
revenue_per_user,0,long,treatment,2.7767048
revenue_per_user,0,long,treatment,4.7682667
revenue_per_user,0,long,treatment,2.0392597
revenue_per_user,0,long,treatment,18.1261
revenue_per_user,0,long,treatment,3.5438843
revenue_per_user,0,long,treatment,5.7599835
revenue_per_user,0,long,treatment,8.513926
revenue_per_user,0,long,treatment,12.546223
revenue_per_user,0,long,treatment,3.0461776
revenue_per_user,0,long,treatment,3.6814954
revenue_per_user,0,long,treatment,7.009398
revenue_per_user,0,long,treatment,2.0348034
revenue_per_user,0,long,treatment,3.5675156
revenue_per_user,0,long,treatment,8.072861
revenue_per_user,0,long,treatment,2.6416512
revenue_per_user,0,long,treatment,21.28805
revenue_per_user,0,long,treatment,4.563151
revenue_per_user,0,long,treatment,4.1954393
revenue_per_user,0,long,treatment,6.4672065
revenue_per_user,0,long,treatment,11.406635
revenue_per_user,0,long,treatment,3.1524963
revenue_per_user,0,long,treatment,7.160372
revenue_per_user,0,long,treatment,3.8267214
revenue_per_user,0,long,treatment,5.760373
revenue_per_user,0,long,treatment,3.5014744
revenue_per_user,0,long,treatment,3.1592734
revenue_per_user,0,long,treatment,6.1169753
revenue_per_user,0,long,treatment,4.37323
revenue_per_user,0,long,treatment,8.019611
revenue_per_user,0,long,treatment,10.790506
revenue_per_user,0,long,treatment,4.558343
revenue_per_user,0,long,treatment,1.5569391
revenue_per_user,0,long,treatment,83.71298
revenue_per_user,0,long,treatment,6.8200955
revenue_per_user,0,long,treatment,9.704667
revenue_per_user,0,long,treatment,6.2597566
revenue_per_user,0,long,treatment,9.85521
revenue_per_user,0,long,treatment,4.229503
revenue_per_user,0,long,treatment,4.432798
revenue_per_user,0,long,treatment,7.6702447
revenue_per_user,0,long,treatment,7.8211155
revenue_per_user,0,long,treatment,2.8025734
revenue_per_user,0,long,treatment,3.820999
revenue_per_user,0,long,treatment,6.243582
revenue_per_user,0,long,treatment,5.3916273
revenue_per_user,0,long,treatment,3.0027392
revenue_per_user,0,long,treatment,3.4155364
revenue_per_user,0,long,treatment,42.28341
revenue_per_user,0,long,treatment,11.159845
revenue_per_user,0,long,treatment,6.62023
revenue_per_user,0,long,treatment,8.163141
revenue_per_user,0,long,treatment,2.785802
revenue_per_user,0,long,treatment,6.119208
revenue_per_user,0,long,treatment,9.226392
revenue_per_user,0,long,treatment,4.6833835
revenue_per_user,0,long,treatment,54.69251
revenue_per_user,0,long,treatment,7.328063
revenue_per_user,0,long,treatment,4.6280546
revenue_per_user,0,long,treatment,1.9529732
revenue_per_user,0,long,treatment,3.0994983
revenue_per_user,0,long,treatment,2.8437572
revenue_per_user,0,long,treatment,2.0942438
revenue_per_user,0,long,treatment,4.1614723
revenue_per_user,0,long,treatment,5.2976427
revenue_per_user,0,long,treatment,2.7654786
revenue_per_user,0,long,treatment,5.0157213
revenue_per_user,0,long,treatment,2.3378735
revenue_per_user,0,long,treatment,9.926682
revenue_per_user,0,long,treatment,2.396981
revenue_per_user,0,long,treatment,3.6962867
revenue_per_user,0,long,treatment,7.32051
revenue_per_user,0,long,treatment,11.895307
revenue_per_user,0,long,treatment,4.6479483
revenue_per_user,0,long,treatment,8.703347
revenue_per_user,0,long,treatment,3.8401296
revenue_per_user,0,long,treatment,11.512059
revenue_per_user,0,long,treatment,2.9739654
revenue_per_user,0,long,treatment,5.769198
revenue_per_user,0,long,treatment,5.161684
revenue_per_user,0,long,treatment,48.92657
revenue_per_user,0,long,treatment,4.5581617
revenue_per_user,0,long,treatment,7.7172923
revenue_per_user,0,long,treatment,47.50844
revenue_per_user,0,long,treatment,2.8697894
revenue_per_user,0,long,treatment,19.11946
revenue_per_user,0,long,treatment,3.072339
revenue_per_user,0,long,treatment,4.0364966
revenue_per_user,0,long,treatment,2.5653033
revenue_per_user,0,long,treatment,3.3398395
revenue_per_user,0,long,treatment,3.2733076
revenue_per_user,0,long,treatment,4.7626553
revenue_per_user,0,long,treatment,4.034459
revenue_per_user,0,long,treatment,3.9618144
revenue_per_user,0,long,treatment,6.2090425
revenue_per_user,0,long,treatment,6.513619
revenue_per_user,0,long,treatment,7.0521655
revenue_per_user,0,long,treatment,3.8071277
revenue_per_user,0,long,treatment,2.4173565
revenue_per_user,0,long,treatment,46.53158
revenue_per_user,0,long,treatment,6.5434494
revenue_per_user,0,long,treatment,2.8184023
revenue_per_user,0,long,treatment,4.4953966
revenue_per_user,0,long,treatment,5.479651
revenue_per_user,0,long,treatment,4.0193644
revenue_per_user,0,long,treatment,6.2786016
revenue_per_user,0,long,treatment,5.9941354
revenue_per_user,0,long,treatment,1.593826
revenue_per_user,0,long,treatment,7.3898554
revenue_per_user,0,long,treatment,11.458469
revenue_per_user,0,long,treatment,2.6074378
revenue_per_user,0,long,treatment,10.744096
revenue_per_user,0,long,treatment,4.45421
revenue_per_user,0,long,treatment,3.8375695
revenue_per_user,0,long,treatment,4.0699315
revenue_per_user,0,long,treatment,2.238189
revenue_per_user,0,long,treatment,10.187452
revenue_per_user,0,long,treatment,2.3027384
revenue_per_user,0,long,treatment,3.2883444
revenue_per_user,0,long,treatment,12.394874
revenue_per_user,0,long,treatment,10.062835
revenue_per_user,0,long,treatment,3.9305372
revenue_per_user,0,long,treatment,3.7009878
revenue_per_user,0,long,treatment,3.3424125
revenue_per_user,0,long,treatment,4.8405957
revenue_per_user,0,long,treatment,4.7944064
revenue_per_user,0,long,treatment,4.8659906
revenue_per_user,0,long,treatment,2.2498584
revenue_per_user,0,long,treatment,7.97897
revenue_per_user,0,long,treatment,3.503699
revenue_per_user,0,long,treatment,9.479965
revenue_per_user,0,long,treatment,2.7182763
revenue_per_user,0,long,treatment,4.248044
revenue_per_user,0,long,treatment,20.462282
revenue_per_user,0,long,treatment,2.0581427
revenue_per_user,0,long,treatment,8.694631
revenue_per_user,0,long,treatment,37.587902
revenue_per_user,0,long,treatment,8.936309
revenue_per_user,0,long,treatment,10.85375
revenue_per_user,0,long,treatment,1.2167746
revenue_per_user,0,long,treatment,9.678429
revenue_per_user,0,long,treatment,1.4442546
revenue_per_user,0,long,treatment,4.840879
revenue_per_user,0,long,treatment,6.20927
revenue_per_user,0,long,treatment,4.9166656
revenue_per_user,0,long,treatment,2.292104
revenue_per_user,0,long,treatment,4.5211735
revenue_per_user,0,long,treatment,3.331961
revenue_per_user,0,long,treatment,9.59959
revenue_per_user,0,long,treatment,4.347354
revenue_per_user,0,long,treatment,6.0252614
revenue_per_user,0,long,treatment,5.0602465
revenue_per_user,0,long,treatment,4.1564746
revenue_per_user,0,long,treatment,10.212009
revenue_per_user,0,long,treatment,8.33293
revenue_per_user,0,long,treatment,7.052178
revenue_per_user,0,long,treatment,3.545132
revenue_per_user,0,long,treatment,5.7366705
revenue_per_user,0,long,treatment,5.63185
revenue_per_user,0,long,treatment,2.5079114
revenue_per_user,0,long,treatment,2.121766
revenue_per_user,0,long,treatment,2.9594235
revenue_per_user,0,long,treatment,4.0901594
revenue_per_user,0,long,treatment,7.2575955
revenue_per_user,0,long,treatment,3.7365468
revenue_per_user,0,long,treatment,3.838986
revenue_per_user,0,long,treatment,2.1545982
revenue_per_user,0,long,treatment,40.735405
revenue_per_user,0,long,treatment,38.20255
revenue_per_user,0,long,treatment,5.5139093
revenue_per_user,0,long,treatment,12.927403
revenue_per_user,0,long,treatment,2.7667375
revenue_per_user,0,long,treatment,4.356082
revenue_per_user,0,long,treatment,2.899862
revenue_per_user,0,long,treatment,3.7447505
revenue_per_user,0,long,treatment,3.3060818
revenue_per_user,0,long,treatment,5.682028
revenue_per_user,0,long,treatment,2.097653
revenue_per_user,0,long,treatment,3.7172186
revenue_per_user,0,long,treatment,4.875194
revenue_per_user,0,long,treatment,6.7130213
revenue_per_user,0,long,treatment,4.541627
revenue_per_user,0,long,treatment,5.738281
revenue_per_user,0,long,treatment,2.7673683
revenue_per_user,0,long,treatment,5.901453
revenue_per_user,0,long,treatment,4.082145
revenue_per_user,0,long,treatment,27.852188
revenue_per_user,0,long,treatment,4.6832747
revenue_per_user,0,long,treatment,38.318203
revenue_per_user,0,long,treatment,5.1064067
revenue_per_user,0,long,treatment,7.394486
revenue_per_user,0,long,treatment,3.5612845
revenue_per_user,0,long,treatment,6.1045303
revenue_per_user,0,long,treatment,22.37027
revenue_per_user,0,long,treatment,57.383423
revenue_per_user,0,long,treatment,5.8351154
revenue_per_user,0,long,treatment,5.4746957
revenue_per_user,0,long,treatment,5.5581183
revenue_per_user,0,long,treatment,5.903673
revenue_per_user,0,long,treatment,3.355823
revenue_per_user,0,long,treatment,6.2126393
revenue_per_user,0,long,treatment,9.311114
revenue_per_user,0,long,treatment,4.6793933
revenue_per_user,0,long,treatment,3.5372088
revenue_per_user,0,long,treatment,5.473179
revenue_per_user,0,long,treatment,4.760818
revenue_per_user,0,long,treatment,10.3716955
revenue_per_user,0,long,treatment,15.163133
revenue_per_user,0,long,treatment,16.262718
revenue_per_user,0,long,treatment,4.2348633
revenue_per_user,0,long,treatment,3.0942218
revenue_per_user,0,long,treatment,3.3780923
revenue_per_user,0,long,treatment,4.857646
revenue_per_user,0,long,treatment,8.398747
revenue_per_user,0,long,treatment,8.232466
revenue_per_user,0,long,treatment,3.0080743
revenue_per_user,0,long,treatment,2.500821
revenue_per_user,0,long,treatment,6.521977
revenue_per_user,0,long,treatment,6.184375
revenue_per_user,0,long,treatment,3.4522734
revenue_per_user,0,long,treatment,3.8337283
revenue_per_user,0,long,treatment,9.550576
revenue_per_user,0,long,treatment,7.0364375
revenue_per_user,0,long,treatment,5.015353
revenue_per_user,0,long,treatment,3.593791
revenue_per_user,0,long,treatment,5.802232
revenue_per_user,0,long,treatment,2.9518242
revenue_per_user,0,long,treatment,1.9796834
revenue_per_user,0,long,treatment,12.519441
revenue_per_user,0,long,treatment,3.652126
revenue_per_user,0,long,treatment,1.7222203
revenue_per_user,0,long,treatment,6.375561
revenue_per_user,0,long,treatment,9.672167
revenue_per_user,0,long,treatment,3.6601121
revenue_per_user,0,long,treatment,2.885455
revenue_per_user,0,long,treatment,4.7358212
revenue_per_user,0,long,treatment,8.047083
revenue_per_user,0,long,treatment,4.6581607
revenue_per_user,0,long,treatment,37.91987
revenue_per_user,0,long,treatment,5.749234
revenue_per_user,0,long,treatment,11.726548
revenue_per_user,0,long,treatment,6.66565
revenue_per_user,0,long,treatment,6.8096023
revenue_per_user,0,long,treatment,3.602629
revenue_per_user,0,long,treatment,9.149768
revenue_per_user,0,long,treatment,4.7256536
revenue_per_user,0,long,treatment,4.515778
revenue_per_user,0,long,treatment,3.2586567
revenue_per_user,0,long,treatment,5.9084954
revenue_per_user,0,long,treatment,15.598566
revenue_per_user,0,long,treatment,3.8574605
revenue_per_user,0,long,treatment,6.512959
revenue_per_user,0,long,treatment,6.304899
revenue_per_user,0,long,treatment,8.392856
revenue_per_user,0,long,treatment,3.204675
revenue_per_user,0,long,treatment,4.1156335
revenue_per_user,0,long,treatment,2.3129961
revenue_per_user,0,long,treatment,4.5920978
revenue_per_user,0,long,treatment,7.2992005
revenue_per_user,0,long,treatment,3.6547322
revenue_per_user,0,long,treatment,2.705346
revenue_per_user,0,long,treatment,2.4842489
revenue_per_user,0,long,treatment,6.8680873
revenue_per_user,0,long,treatment,4.3195624
revenue_per_user,0,long,treatment,3.825704
revenue_per_user,0,long,treatment,4.331019
revenue_per_user,0,long,treatment,4.846593
revenue_per_user,0,long,treatment,5.476723
revenue_per_user,0,long,treatment,2.9999557
revenue_per_user,0,long,treatment,10.16601
revenue_per_user,0,long,treatment,10.727176
revenue_per_user,0,long,treatment,5.4303627
revenue_per_user,0,long,treatment,8.284474
revenue_per_user,0,long,treatment,5.206193
revenue_per_user,0,long,treatment,7.5394726
revenue_per_user,0,long,treatment,6.232845
revenue_per_user,0,long,treatment,6.264061
revenue_per_user,0,long,treatment,48.794567
revenue_per_user,0,long,treatment,3.2579432
revenue_per_user,0,long,treatment,3.6381986
revenue_per_user,0,long,treatment,4.1086826
revenue_per_user,0,long,treatment,11.036619
revenue_per_user,0,long,treatment,4.609939
revenue_per_user,0,long,treatment,3.815974
revenue_per_user,0,long,treatment,8.143383
revenue_per_user,0,long,treatment,1.740924
revenue_per_user,0,long,treatment,3.2968078
revenue_per_user,0,long,treatment,8.35753
revenue_per_user,0,long,treatment,3.9220483
revenue_per_user,0,long,treatment,8.835989
revenue_per_user,0,long,treatment,3.2920473
revenue_per_user,0,long,treatment,3.0085433
revenue_per_user,0,long,treatment,6.0531387
revenue_per_user,0,long,treatment,4.4069147
revenue_per_user,0,long,treatment,3.95187
revenue_per_user,0,long,treatment,2.9868715
revenue_per_user,0,long,treatment,2.0148847
revenue_per_user,0,long,treatment,2.5004725
revenue_per_user,0,long,treatment,3.7345808
revenue_per_user,0,long,treatment,8.174094
revenue_per_user,0,long,treatment,4.7487383
revenue_per_user,0,long,treatment,5.5623474
